time_operate,Track,x_east,y_north,cte,yaw_control
313.44,linear_SN1,661484.8806569792,1509529.7349924461,-2.8250189180641616,-7.420410704291214
313.6,linear_SN1,661484.8804301692,1509529.7718676075,-2.8247761844961294,-7.881689437349024
313.76,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-8.352414150914726
313.92,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-8.832605469933824
314.08,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-9.312796788952923
314.24,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-9.792988107972022
314.4,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-10.27317942699112
314.56,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-10.753370746010248
314.72,linear_SN1,661484.8983475983,1509529.7904160912,-2.8066240332232457,-9.824095637826701
314.88,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-11.710688150677285
315.04,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-12.190879469696384
315.2,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-12.671070788715511
315.36,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-13.15126210773461
315.52,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-13.631453426753708
315.68,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-14.111644745772807
315.84,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-14.591836064791906
316.0,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-15.072027383811033
316.16,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-15.552218702830132
316.32,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-16.03241002184923
316.48,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-16.51260134086833
316.64,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-16.992792659887428
316.8,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-17.472983978906555
316.96,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-17.953175297925654
317.12,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-18.433366616944753
317.28,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-18.91355793596385
317.44,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-19.39374925498295
317.6,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-19.873940574002077
317.76,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-20.354131893021176
317.92,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-20.834323212040275
318.08,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-21.314514531059373
318.24,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-21.794705850078472
318.4,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-22.2748971690976
318.56,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-22.755088488116698
318.72,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-23.235279807135797
318.88,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-23.715471126154895
319.04,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-24.195662445173994
319.2,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-24.67585376419312
319.36,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-25.15604508321222
319.52,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-25.63623640223132
319.68,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-26.116427721250417
319.84,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-26.596619040269516
320.0,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-27.076810359288643
320.16,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-27.557001678307742
320.32,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-28.03719299732684
320.48,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-28.51738431634594
320.64,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-28.99757563536504
320.8,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-29.477766954384165
320.96,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-29.957958273403264
321.12,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-30.438149592422363
321.28,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-30.91834091144146
321.44,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-31.39853223046056
321.6,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-31.878723549479687
321.76,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-32.358914868498786
321.92,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-32.839106187517885
322.08,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-33.319297506536984
322.24,linear_SN1,661484.8802033592,1509529.8087427686,-2.8245334509280973,-33.79000158034171
322.4,linear_SN1,661484.8802033592,1509529.8087427684,-2.8245334509280973,-34.27017226699948
322.56,linear_SN1,661484.8802033592,1509529.8087427684,-2.8245334509280973,-34.75034295365725
322.72,linear_SN1,661484.8802033592,1509529.8087427684,-2.8245334509280973,-35.23051364031505
322.88,linear_SN1,661484.8803167641,1509529.7903051877,-2.824654817759547,-35.720171572187226
323.04,linear_SN1,661484.8802033592,1509529.8087427686,-2.8245334509280973,-36.19087564599192
323.2,linear_SN1,661484.8802033592,1509529.8087427684,-2.8245334509280973,-36.67104633264972
323.36,linear_SN1,661484.8803167641,1509529.7903051877,-2.824654817759547,-37.1607042645219
323.52,linear_SN1,661484.8802033592,1509529.8087427686,-2.8245334509280973,-37.631408338326594
323.68,linear_SN1,661484.8803167641,1509529.7903051877,-2.824654817759547,-38.12106627019877
323.84,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-38.601257589217894
324.0,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-39.08144890823699
324.16,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-39.56164022725609
324.32,linear_SN1,661484.8803167641,1509529.790305188,-2.824654817759547,-40.04183154627519
